,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_estimator__lam,param_estimator__n_splines,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.20871706008911134,0.025660133361816405,-0.09213113783076221,-0.1160992959707882,240931783.493,15,"{'estimator__lam': 240931783.49338734, 'estimator__n_splines': 15}",79,-0.1139671842466143,-0.1251534739771916,-0.09000488741287156,-0.12215533604321667,-0.08203248362378095,-0.11548031886182565,-0.08909398031400062,-0.11028185603509166,-0.08251310286419973,-0.10742549493661542,0.03713345895524631,0.001221337010415063,0.011937351923269064,0.00675447000404579
1,0.41668014526367186,0.03772978782653809,-0.092130646749064,-0.11609899723768102,83359179.866,34,"{'estimator__lam': 83359179.86604321, 'estimator__n_splines': 34}",53,-0.1139671772886549,-0.12515316450972105,-0.09000553470218253,-0.1221550137335345,-0.08203103359241012,-0.11548005296341395,-0.08909280802830045,-0.11028158246414943,-0.08251236659788069,-0.10742517251758615,0.10860511925683339,0.0026590738614462248,0.011937721410733487,0.006754464045725771
2,0.3350068092346191,0.03499636650085449,-0.09212875551371374,-0.11609113543405483,1420361.99081,27,"{'estimator__lam': 1420361.9908109452, 'estimator__n_splines': 27}",34,-0.11396129543232769,-0.12514493490172884,-0.09000605729066306,-0.12214650098186398,-0.08203218368283335,-0.11547305403436407,-0.08909257681979245,-0.110274397003756,-0.08250752522316844,-0.10741679024856121,0.07272684435267465,0.0025334088275418337,0.011935925373756389,0.0067542500945508895
3,0.6731832981109619,0.05347132682800293,-0.09199181896565982,-0.11565077645287096,89067.0593627,51,"{'estimator__lam': 89067.059362719709, 'estimator__n_splines': 51}",14,-0.11367290680687485,-0.12465666570117984,-0.09010232337729573,-0.12164576583146625,-0.08186976226050044,-0.11506451393324287,-0.08896701394953209,-0.10987317569737987,-0.08228626482267964,-0.10701376110108597,0.16317870497244444,0.00412235009765602,0.011883613924079129,0.006713692683181399
4,0.5385638236999511,0.05033078193664551,-0.1094715753831985,-0.11014707751687917,0.00189197201817,38,"{'estimator__lam': 0.0018919720181698255, 'estimator__n_splines': 38}",146,-0.1609492085079157,-0.11576593045167326,-0.11245839025894251,-0.11558824779721887,-0.08637431779691936,-0.11018249218422199,-0.09173354849416815,-0.1057890264907066,-0.08740616439009215,-0.1034096906605752,0.11130769113312243,0.005425454991461537,0.028756563051917948,0.005011269039263016
5,0.711262321472168,0.05626769065856933,-0.1050949077138505,-0.10800305396982517,0.00743628688537,54,"{'estimator__lam': 0.0074362868853678366, 'estimator__n_splines': 54}",145,-0.14385625809876848,-0.11290745076085944,-0.1098333509751861,-0.11306579204534299,-0.08611347791998668,-0.10816287870000896,-0.09172879997600496,-0.10410017694494654,-0.0871614551011729,-0.10177897139796793,0.132725696711338,0.009700103808539522,0.022182866139413424,0.0045537154408725605
6,0.24366145133972167,0.03052992820739746,-0.09227099278280153,-0.11410316563613561,10.9298713176,17,"{'estimator__lam': 10.929871317572958, 'estimator__n_splines': 17}",95,-0.11479090814890186,-0.12235764964416541,-0.09002201830067642,-0.12007999608612292,-0.08184333168081849,-0.11365594618109409,-0.08901000014178494,-0.10858806448705598,-0.08256122732810751,-0.10583417178223958,0.05389895936985708,0.002789377077068131,0.012290609036821075,0.006369483711385605
7,0.45908503532409667,0.04669876098632812,-0.09580968442620072,-0.11132878306503886,0.229982191323,30,"{'estimator__lam': 0.2299821913232237, 'estimator__n_splines': 30}",122,-0.12507046893925547,-0.11780066958516588,-0.091537771395019,-0.11689894277407642,-0.083954246336045,-0.1111839353964968,-0.09056113857163019,-0.10660027158025893,-0.08410333893048764,-0.1041600959891963,0.07211508127148115,0.0028926865706790685,0.015708779787284032,0.005416306313600019
8,0.5839394092559814,0.05012855529785156,-0.09395485888065258,-0.11226485235020564,11.7974630739,41,"{'estimator__lam': 11.797463073886078, 'estimator__n_splines': 41}",110,-0.12030926717377204,-0.11931426610110225,-0.09012273507221831,-0.11812138914621205,-0.08264770449447498,-0.11200587980363176,-0.08949658920377578,-0.10724300959055684,-0.08375354017422532,-0.10463971710952537,0.14525076100449907,0.003101266611921394,0.014176003559183957,0.005786569214923252
9,0.6627615451812744,0.05105881690979004,-0.09213163530681362,-0.11609924782812264,1588102897.34,49,"{'estimator__lam': 1588102897.3363793, 'estimator__n_splines': 49}",84,-0.11396689124332537,-0.1251534229407813,-0.09000413043037787,-0.12215528402685233,-0.08203430011359521,-0.11548027596032574,-0.08909538744021102,-0.1102818123443954,-0.08251374372829584,-0.10742544386825847,0.1470494812049409,0.003909750886280133,0.011936812649086985,0.006754468422098365
10,0.5366063594818116,0.05039219856262207,-0.09290960810363744,-0.11326770174967112,36.6312549175,34,"{'estimator__lam': 36.631254917494587, 'estimator__n_splines': 34}",101,-0.11699065728409548,-0.12091577694296758,-0.08989281683706975,-0.11926741293585652,-0.08200412087090898,-0.11292549435461274,-0.08915713214519261,-0.10796627527336417,-0.08326939931886547,-0.10526354924155458,0.1522928604414438,0.005099120895066421,0.013039599581613357,0.006111927264587894
