,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_estimator__lam,param_estimator__n_splines,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.06180214881896973,0.005621910095214844,-625.1398073331432,-40.80875582417737,263.8068456874697,27,"{'estimator__n_splines': 27, 'estimator__lam': 263.8068456874697}",1,-1053.5951196994415,-45.659319839965974,-196.68449496684474,-35.958191808388754,0.0015850067138671875,0.0005400180816650391,428.45531236629836,4.85056401578861
