,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_estimator__lam,param_estimator__n_splines,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.36605658531188967,0.024484968185424803,-0.2020241685022474,-0.2489468870603296,13.0133748098,30,"{'estimator__lam': 13.013374809782484, 'estimator__n_splines': 30}",50,-0.26421711563398964,-0.2677205046712758,-0.1909950882400776,-0.26523099210271933,-0.15801400561753667,-0.24896011324897374,-0.18311592379145636,-0.23489634947783086,-0.20619846474896406,-0.22792647580084835,0.07303852935160504,0.001400761194276886,0.03601978596230877,0.01585494412503944
1,0.7854805946350097,0.03503117561340332,-0.202525564707996,-0.25844128293895835,245472597.184,54,"{'estimator__lam': 245472597.1837543, 'estimator__n_splines': 54}",81,-0.2612266068804771,-0.2810132475675167,-0.19295556453035864,-0.2755297922390038,-0.15543869272127128,-0.2580443337618809,-0.1850233867066361,-0.2425987710660079,-0.2106705121262428,-0.23502027006038237,0.14896043326801217,0.003044377464818405,0.03537757786500541,0.017895235861216306
2,0.5294764041900635,0.028839826583862305,-0.21309736369258778,-0.2394516719522887,0.00714051675477,43,"{'estimator__lam': 0.0071405167547701843, 'estimator__n_splines': 43}",142,-0.28864603664721106,-0.2529809290977516,-0.20553681377648544,-0.2533199971060069,-0.16547143859655158,-0.24056304613500254,-0.18627196834036,-0.22822386500778702,-0.20942716562122896,-0.2221705224148953,0.10434310481059443,0.0016289435784037451,0.042557047149280866,0.012659448425330917
3,0.6489073276519776,0.03228330612182617,-0.20249943974480142,-0.2583935939923935,12452168.3393,49,"{'estimator__lam': 12452168.33925668, 'estimator__n_splines': 49}",70,-0.26119435545329556,-0.280969286206455,-0.1929579368820382,-0.27547993192811204,-0.15543540066120587,-0.2579971482516223,-0.1849900165832089,-0.24255306111168182,-0.21060275668555806,-0.23496854246409646,0.10889880779751329,0.002251549373729584,0.035366874422124724,0.017896466205769603
4,0.7144581794738769,0.038685274124145505,-0.20252824687102017,-0.25844437072368925,1465569202.93,51,"{'estimator__lam': 1465569202.9250314, 'estimator__n_splines': 51}",88,-0.2612284405579556,-0.2810160866478341,-0.1929563779107347,-0.2755330232449933,-0.15544001661332485,-0.2580473835641102,-0.1850267290931302,-0.24260173045681632,-0.21067703789010114,-0.23502362970469245,0.1429727156331777,0.007586084114292028,0.03537782769649125,0.01789515221541018
5,0.41642374992370607,0.025646448135375977,-0.20213626411643915,-0.257912335582792,347305.997311,35,"{'estimator__lam': 347305.99731121707, 'estimator__n_splines': 35}",52,-0.2608841576857766,-0.2805230430732644,-0.19284819995903038,-0.27498010564211195,-0.1553033906001077,-0.2575115055808939,-0.18455313294198927,-0.24208931626452376,-0.20972703403256285,-0.23445770735316593,0.08571093440491528,0.0010684408176996104,0.035299054514992836,0.017906429339453512
6,0.46894006729125975,0.027244377136230468,-0.199631255121237,-0.25259693407244177,948.140690074,39,"{'estimator__lam': 948.1406900743367, 'estimator__n_splines': 39}",9,-0.2577263018776323,-0.27400814143114743,-0.19107572756238275,-0.26904089921278135,-0.1557070297912322,-0.25221851480057994,-0.18235293271300554,-0.23751348693471072,-0.2039141374175214,-0.23020362798298935,0.09394867921371658,0.0014467158785691707,0.03417271472770259,0.017076050634805138
7,0.2130892276763916,0.020171403884887695,-0.2052585915229544,-0.24738101337003168,0.00125853549362,18,"{'estimator__lam': 0.0012585354936186152, 'estimator__n_splines': 18}",119,-0.2739696277926656,-0.26436899382341456,-0.19550287106726383,-0.2633766688095614,-0.15841486551262116,-0.24797489323648567,-0.1830830877685895,-0.23402808350213392,-0.2065590275135889,-0.227156427478563,0.045051780947714636,0.002197264295277922,0.03933058358101577,0.01504752322914868
8,0.23152384757995606,0.02015995979309082,-0.20253683327807578,-0.25844467279489575,185592671.806,20,"{'estimator__lam': 185592671.80568627, 'estimator__n_splines': 20}",104,-0.26122652898120463,-0.28101633278506183,-0.19296475640227706,-0.2755333328581371,-0.15544941969921763,-0.2580476876672731,-0.18503687724895998,-0.24260203210948061,-0.21069555922325803,-0.23502397855452614,0.03576550479498229,0.0008894037693909168,0.03537415252787034,0.01789512736612003
9,0.20216293334960939,0.019829845428466795,-0.203872206693919,-0.24861364733356045,0.0141071337245,16,"{'estimator__lam': 0.014107133724503847, 'estimator__n_splines': 16}",112,-0.27134864406685383,-0.26624591405907383,-0.19296332802571836,-0.2648558977397369,-0.15798867780656795,-0.24905162866976507,-0.18281434967501317,-0.2349654730263887,-0.20585611726220662,-0.227949323172838,0.03440664104303435,0.0024479095058671835,0.03860490772775748,0.015415487736207436
10,0.31551833152770997,0.025038671493530274,-0.20252516232436865,-0.25842870656896044,5635181.04938,27,"{'estimator__lam': 5635181.0493794223, 'estimator__n_splines': 27}",80,-0.26121648814925974,-0.2810016176998507,-0.19296273743453252,-0.2755166234910541,-0.1554450673982978,-0.2580319149160323,-0.18502221324084187,-0.2425867431638067,-0.21066648120835882,-0.23500663357405813,0.06451488950888129,0.0014746075701450876,0.03537186507530535,0.01789554119429776
